customerID,gender,SeniorCitizen,tenure,Tenure Range,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Country,State,City,Age,Under 30,Married,Premium Tech Support,Total Revenue,Satisfaction Score,Customer Status,Churn Category
9658-WYUFB,Female,0,17,Medium,Fiber optic,Month-to-month,Electronic check,94.4,1617.5,Yes,United States,California,Lathrop,57,No,No,No,1988.44,1,Churned,Competitor
2013-SGDXK,Female,0,1,New Customer,Fiber optic,Month-to-month,Electronic check,84.3,84.3,Yes,United States,California,Mariposa,27,Yes,No,No,95.93,1,Churned,Competitor
8580-QVLOC,Female,1,72,Loyal Customer,DSL,Two year,Credit card (automatic),92.45,6440.25,Yes,United States,California,Merced,78,No,Yes,Yes,8295.69,1,Churned,Competitor
2012-NWRPA,Female,1,11,New Customer,Fiber optic,Month-to-month,Electronic check,99.55,1131.2,Yes,United States,California,Modesto,78,No,Yes,No,1145.28,3,Churned,Competitor
8808-ELEHO,Male,1,8,New Customer,Fiber optic,Month-to-month,Electronic check,81.25,585.95,Yes,United States,California,Modesto,66,No,No,No,626.11,1,Churned,Price
3506-LCJDC,Male,0,1,New Customer,No,Month-to-month,Bank transfer (automatic),19.95,19.95,Yes,United States,California,Modesto,52,No,Yes,No,27.98,1,Churned,Price
3934-HXCFZ,Male,0,23,Medium,Fiber optic,Month-to-month,Electronic check,99.25,2186.4,Yes,United States,California,Pinecrest,33,No,Yes,No,2628,1,Churned,Dissatisfaction
7666-WKRON,Female,0,39,Loyal Customer,Fiber optic,Two year,Electronic check,80.45,3201.55,Yes,United States,California,Riverbank,39,No,No,Yes,4155.1,3,Churned,Dissatisfaction
4910-AQFFX,Male,0,9,New Customer,Fiber optic,Month-to-month,Bank transfer (automatic),79.35,661.25,Yes,United States,California,Soulsbyville,30,No,Yes,No,956.28,3,Churned,Dissatisfaction
2154-KVJFF,Female,0,15,Medium,Fiber optic,Month-to-month,Electronic check,79.75,1111.85,Yes,United States,California,Stevinson,42,No,No,No,1754.3,3,Churned,Dissatisfaction
9647-ERGBE,Female,0,30,Medium,Fiber optic,Month-to-month,Electronic check,100.05,3046.15,Yes,United States,California,Turlock,64,No,Yes,No,4238.35,1,Churned,Competitor
3428-XZMAZ,Male,0,1,New Customer,Fiber optic,Month-to-month,Electronic check,69.35,69.35,Yes,United States,California,Turlock,64,No,No,No,115.21,2,Churned,Price
0378-TOVMS,Female,0,3,New Customer,Fiber optic,Month-to-month,Electronic check,85.8,272.2,Yes,United States,California,Vernalis,20,Yes,No,Yes,304,1,Churned,Competitor
4355-HBJHH,Male,0,67,Loyal Customer,DSL,Two year,Electronic check,79.7,5293.4,Yes,United States,California,Waterford,49,No,Yes,No,8158.99,1,Churned,Price
9058-CBREO,Female,1,1,New Customer,DSL,Month-to-month,Mailed check,50.55,50.55,Yes,United States,California,Winton,69,No,No,No,73.11,1,Churned,Dissatisfaction
0318-QUUOB,Male,0,1,New Customer,Fiber optic,Month-to-month,Electronic check,80.55,80.55,Yes,United States,California,Santa Rosa,25,Yes,Yes,No,124.22,1,Churned,Competitor
5520-FVEWJ,Female,0,12,New Customer,Fiber optic,Month-to-month,Electronic check,84.5,916.9,Yes,United States,California,Santa Rosa,28,Yes,Yes,No,1404.46,1,Churned,Competitor
5572-ZDXHY,Female,0,22,Medium,Fiber optic,Month-to-month,Mailed check,84.3,1855.65,Yes,United States,California,Santa Rosa,25,Yes,No,No,2495.19,1,Churned,Competitor
3750-CKVKH,Male,0,2,New Customer,Fiber optic,Month-to-month,Electronic check,67.75,116.65,Yes,United States,California,Clearlake Oaks,58,No,No,No,140.15,2,Churned,Other
8063-GBATB,Female,1,27,Medium,Fiber optic,Month-to-month,Electronic check,85.25,2287.25,Yes,United States,California,Cobb,74,No,No,No,3128.84,1,Churned,Competitor
4547-KQRTM,Female,0,10,New Customer,Fiber optic,Month-to-month,Bank transfer (automatic),80.05,830.7,Yes,United States,California,Eldridge,60,No,No,No,1327.7,1,Churned,Competitor
4877-EVATK,Male,0,1,New Customer,No,Month-to-month,Mailed check,20,20,Yes,United States,California,Elk,30,No,No,No,66.77,2,Churned,Attitude
7639-SUPCW,Female,0,22,Medium,DSL,Month-to-month,Credit card (automatic),48.8,1054.6,Yes,United States,California,Glen Ellen,32,No,No,No,1161.5,1,Churned,Competitor
1069-XAIEM,Female,1,1,New Customer,Fiber optic,Month-to-month,Electronic check,85.05,85.05,Yes,United States,California,Mendocino,68,No,No,No,101.42,1,Churned,Competitor
4658-HCOHW,Female,0,21,Medium,Fiber optic,Month-to-month,Electronic check,102.8,2110.15,Yes,United States,California,Redwood Valley,52,No,Yes,Yes,2460.22,1,Churned,Competitor
3440-JPSCL,Female,0,6,New Customer,Fiber optic,Month-to-month,Mailed check,99.95,547.65,Yes,United States,California,Sonoma,26,Yes,No,Yes,578.61,2,Churned,Competitor
2889-FPWRM,Male,0,72,Loyal Customer,Fiber optic,One year,Bank transfer (automatic),117.8,8684.8,Yes,United States,California,Mckinleyville,31,No,Yes,Yes,11195.44,2,Churned,Competitor
6987-XQSJT,Female,1,54,Loyal Customer,Fiber optic,Month-to-month,Electronic check,79.5,4370.25,Yes,United States,California,Blue Lake,68,No,No,No,6841.83,1,Churned,Attitude
4290-BSXUX,Male,0,3,New Customer,Fiber optic,Month-to-month,Bank transfer (automatic),79.65,251.75,Yes,United States,California,Fields Landing,33,No,Yes,Yes,381.56,1,Churned,Competitor
0325-XBFAC,Male,0,8,New Customer,Fiber optic,Month-to-month,Electronic check,94.7,740.3,Yes,United States,California,Hoopa,44,No,No,No,976.22,1,Churned,Competitor
2462-XIIJB,Male,0,5,New Customer,Fiber optic,Month-to-month,Electronic check,92.5,452.7,Yes,United States,California,Miranda,33,No,No,No,468.95,2,Churned,Competitor
4760-XOHVN,Female,0,1,New Customer,No,Month-to-month,Mailed check,19.45,19.45,Yes,United States,California,Myers Flat,54,No,Yes,No,48.18,2,Churned,Competitor
7817-BOQPW,Female,0,2,New Customer,Fiber optic,Month-to-month,Electronic check,75.55,166.3,Yes,United States,California,Rio Dell,32,No,No,No,249.04,2,Churned,Competitor
1853-UDXBW,Male,0,1,New Customer,Fiber optic,Month-to-month,Electronic check,70,70,Yes,United States,California,Samoa,38,No,Yes,No,108.8,2,Churned,Price
5458-CQJTA,Male,0,65,Loyal Customer,DSL,Two year,Bank transfer (automatic),74.8,4820.15,Yes,United States,California,Smith River,56,No,Yes,Yes,7450.7,1,Churned,Dissatisfaction
5219-YIPTK,Female,0,33,Medium,Fiber optic,Month-to-month,Electronic check,104.4,3409.6,Yes,United States,California,Trinidad,46,No,Yes,No,3783.16,1,Churned,Dissatisfaction
3540-RZJYU,Female,0,15,Medium,Fiber optic,Month-to-month,Electronic check,86.2,1270.2,Yes,United States,California,Zenia,21,Yes,No,No,1670.65,1,Churned,Dissatisfaction
2091-MJTFX,Female,0,30,Medium,DSL,Month-to-month,Credit card (automatic),51.2,1561.5,Yes,United States,California,Auburn,57,No,Yes,Yes,1561.5,3,Churned,Dissatisfaction
0883-EIBTI,Female,0,2,New Customer,No,Month-to-month,Mailed check,19.5,31.55,Yes,United States,California,Clarksburg,23,Yes,No,No,87.59,3,Churned,Dissatisfaction
0722-TROQR,Female,1,4,New Customer,Fiber optic,Month-to-month,Electronic check,74.9,321.75,Yes,United States,California,Davis,68,No,No,No,426.67,1,Churned,Price
7571-YXDAD,Female,0,2,New Customer,Fiber optic,Month-to-month,Credit card (automatic),74.9,147.15,Yes,United States,California,Davis,37,No,No,No,223.71,1,Churned,Price
3393-FMZPV,Female,0,25,Medium,Fiber optic,Month-to-month,Electronic check,100.25,2387.75,Yes,United States,California,Elverta,59,No,No,No,3293.75,1,Churned,Price
6402-ZFPPI,Female,1,25,Medium,Fiber optic,Month-to-month,Mailed check,102.8,2660.2,Yes,United States,California,Fair Oaks,75,No,No,No,3572.7,1,Churned,Price
7486-KSRVI,Male,0,43,Loyal Customer,Fiber optic,One year,Electronic check,100,4211.55,Yes,United States,California,Folsom,56,No,No,Yes,6044.46,1,Churned,Dissatisfaction
8443-WVPSS,Male,0,10,New Customer,Fiber optic,Month-to-month,Electronic check,99.85,990.9,Yes,United States,California,Galt,58,No,Yes,Yes,1423.7,1,Churned,Dissatisfaction
3006-XIMLN,Female,0,2,New Customer,Fiber optic,Month-to-month,Bank transfer (automatic),94.2,193.8,Yes,United States,California,Garden Valley,34,No,No,No,279.58,2,Churned,Dissatisfaction
9965-YOKZB,Male,1,9,New Customer,Fiber optic,Month-to-month,Electronic check,83.85,790.15,Yes,United States,California,Grizzly Flats,73,No,No,No,880.51,1,Churned,Dissatisfaction
0504-HHAPI,Female,1,27,Medium,Fiber optic,Month-to-month,Credit card (automatic),88.3,2467.75,Yes,United States,California,Guinda,72,No,No,No,2925.13,3,Churned,Other
6305-YLBMM,Male,0,69,Loyal Customer,Fiber optic,One year,Bank transfer (automatic),104.05,7262,Yes,United States,California,Hood,50,No,No,Yes,7435.88,3,Churned,Attitude
3647-GMGDH,Male,0,22,Medium,Fiber optic,Month-to-month,Credit card (automatic),94.7,1914.9,Yes,United States,California,Jackson,52,No,Yes,No,2746.5,2,Churned,Attitude
3791-LGQCY,Female,1,56,Loyal Customer,Fiber optic,Month-to-month,Bank transfer (automatic),100.65,5688.05,Yes,United States,California,Loomis,68,No,Yes,No,7711.41,1,Churned,Attitude
8166-ZZTFS,Female,1,66,Loyal Customer,DSL,Two year,Bank transfer (automatic),80.55,5265.1,Yes,United States,California,Roseville,74,No,Yes,No,6697.3,3,Churned,Attitude
2956-GGUCQ,Male,1,24,Medium,Fiber optic,Month-to-month,Electronic check,78.85,1772.25,Yes,United States,California,Pioneer,71,No,Yes,No,1821.45,1,Churned,Attitude
6595-COKXZ,Female,0,1,New Customer,DSL,Month-to-month,Mailed check,44.45,44.45,Yes,United States,California,Plymouth,63,No,No,No,92.76,3,Churned,Attitude
0362-ZBZWJ,Male,0,36,Medium,Fiber optic,Month-to-month,Electronic check,84.9,3067.2,Yes,United States,California,Thornton,46,No,No,No,3954.96,1,Churned,Attitude
4211-MMAZN,Male,0,1,New Customer,No,Month-to-month,Mailed check,20.25,20.25,Yes,United States,California,Vacaville,41,No,No,No,43.41,1,Churned,Attitude
4274-OWWYO,Male,0,1,New Customer,Fiber optic,Month-to-month,Electronic check,74.35,74.35,Yes,United States,California,Walnut Grove,56,No,No,No,79.15,3,Churned,Other
1541-ETJZO,Male,0,1,New Customer,DSL,Month-to-month,Mailed check,62.05,62.05,Yes,United States,California,Wheatland,58,No,No,Yes,119.88,2,Churned,Other
4106-HADHQ,Male,0,39,Loyal Customer,DSL,One year,Credit card (automatic),80,3182.95,Yes,United States,California,Emigrant Gap,42,No,Yes,Yes,4575.25,1,Churned,Other
2369-UAPKZ,Male,0,5,New Customer,Fiber optic,Month-to-month,Mailed check,104.1,541.9,Yes,United States,California,Meadow Vista,43,No,No,No,736.35,3,Churned,Other
2778-OCLGR,Male,1,24,Medium,DSL,Month-to-month,Bank transfer (automatic),39.1,971.3,Yes,United States,California,Soda Springs,75,No,Yes,No,971.3,1,Churned,Competitor
0637-KVDLV,Male,0,2,New Customer,Fiber optic,Month-to-month,Electronic check,76.5,162.45,Yes,United States,California,Elk Grove,30,No,No,No,196.89,1,Churned,Other
6633-MPWBS,Male,0,5,New Customer,DSL,Month-to-month,Electronic check,49.2,216.9,Yes,United States,California,Woodland,47,No,No,Yes,253.45,1,Churned,Competitor
8785-EPNCG,Male,0,11,New Customer,No,Month-to-month,Credit card (automatic),23.15,245.2,Yes,United States,California,Sacramento,42,No,No,No,585.21,1,Churned,Competitor
5729-KLZAR,Female,0,4,New Customer,Fiber optic,Month-to-month,Electronic check,80.85,302.75,Yes,United States,California,Sacramento,22,Yes,Yes,No,519.87,1,Churned,Competitor
1582-RAFML,Male,0,1,New Customer,DSL,Month-to-month,Mailed check,60.1,60.1,Yes,United States,California,Sacramento,26,Yes,No,Yes,83.73,1,Churned,Competitor
8740-CRYFY,Male,0,1,New Customer,Fiber optic,Month-to-month,Electronic check,78.95,78.95,Yes,United States,California,Sacramento,62,No,No,No,102.91,2,Churned,Competitor
2962-XPMCQ,Male,0,2,New Customer,DSL,Month-to-month,Electronic check,45.15,98.5,Yes,United States,California,Sacramento,56,No,No,No,111.44,2,Churned,Competitor
1678-FYZOW,Female,0,3,New Customer,Fiber optic,Month-to-month,Electronic check,79.4,244.65,Yes,United States,California,Sacramento,28,Yes,No,No,384.45,1,Churned,Competitor
8627-EHGIP,Male,0,44,Loyal Customer,DSL,One year,Mailed check,53.95,2375.4,Yes,United States,California,Sacramento,38,No,No,No,2375.4,2,Churned,Competitor
5480-TBGPH,Female,0,24,Medium,Fiber optic,Month-to-month,Credit card (automatic),99.3,2431.35,Yes,United States,California,Sacramento,63,No,Yes,No,3510.39,3,Churned,Competitor
8854-CCVSQ,Male,0,18,Medium,Fiber optic,Month-to-month,Electronic check,80.65,1451.9,Yes,United States,California,Browns Valley,58,No,No,No,2181.56,2,Churned,Competitor
0511-JTEOY,Female,0,1,New Customer,Fiber optic,Month-to-month,Mailed check,71.1,71.1,Yes,United States,California,Canyon Dam,41,No,No,No,81.29,2,Churned,Competitor
7067-KSAZT,Female,1,65,Loyal Customer,Fiber optic,One year,Electronic check,106.25,6979.8,Yes,United States,California,Chico,66,No,Yes,No,8194.65,1,Churned,Competitor
6532-YLWSI,Female,0,53,Loyal Customer,No,One year,Bank transfer (automatic),20.8,1021.8,Yes,United States,California,Crescent Mills,25,Yes,Yes,No,3027.85,3,Churned,Price
9300-AGZNL,Male,1,1,New Customer,Fiber optic,Month-to-month,Electronic check,94,94,Yes,United States,California,Elk Creek,76,No,No,No,115.85,1,Churned,Dissatisfaction
1112-CUNAO,Female,1,15,Medium,Fiber optic,Month-to-month,Electronic check,89.85,1424.95,Yes,United States,California,Grimes,67,No,No,No,1489.15,2,Churned,Dissatisfaction
5175-AOBHI,Female,0,4,New Customer,DSL,Month-to-month,Mailed check,46,193.6,Yes,United States,California,Hamilton City,48,No,No,No,253.88,1,Churned,Dissatisfaction
5174-RNGBH,Female,0,9,New Customer,DSL,Month-to-month,Mailed check,66.25,620.55,Yes,United States,California,Live Oak,27,Yes,No,Yes,853.84,3,Churned,Dissatisfaction
7270-BDIOA,Female,0,22,Medium,Fiber optic,Month-to-month,Electronic check,90,1993.8,Yes,United States,California,Maxwell,60,No,No,Yes,2261.98,2,Churned,Dissatisfaction
9565-JSNFM,Male,0,38,Loyal Customer,Fiber optic,One year,Bank transfer (automatic),70.45,2597.6,Yes,United States,California,Meadow Valley,39,No,No,No,3878.58,3,Churned,Price
0607-DAAHE,Male,0,53,Loyal Customer,No,Two year,Bank transfer (automatic),19.75,1052.35,Yes,United States,California,Olivehurst,62,No,No,No,2441.48,3,Churned,Price
9732-KPKBW,Male,0,1,New Customer,DSL,Month-to-month,Electronic check,53.95,53.95,Yes,United States,California,Oroville,49,No,No,Yes,85.11,1,Churned,Price
3389-YGYAI,Female,1,8,New Customer,Fiber optic,Month-to-month,Electronic check,105.5,829.55,Yes,United States,California,Princeton,79,No,No,No,1190.83,3,Churned,Price
9560-ARGQJ,Female,0,16,Medium,Fiber optic,Month-to-month,Electronic check,81,1312.15,Yes,United States,California,Quincy,40,No,No,No,1518.87,1,Churned,Dissatisfaction
5134-IKDAY,Female,0,1,New Customer,Fiber optic,Month-to-month,Electronic check,69.8,69.8,Yes,United States,California,Twain,34,No,Yes,No,80.88,3,Churned,Dissatisfaction
3070-DVEYC,Male,1,7,New Customer,Fiber optic,Month-to-month,Mailed check,73.75,545.15,Yes,United States,California,Williams,78,No,No,No,771.95,2,Churned,Attitude
5707-ORNDZ,Male,1,9,New Customer,DSL,Month-to-month,Electronic check,54.55,494.05,Yes,United States,California,Yuba City,79,No,No,No,516.1,1,Churned,Dissatisfaction
8696-JKZNU,Female,1,37,Loyal Customer,Fiber optic,Month-to-month,Electronic check,76.25,2841.55,Yes,United States,California,Anderson,78,No,No,No,3838.7,3,Churned,Other
5380-AFSSK,Female,0,5,New Customer,Fiber optic,Month-to-month,Mailed check,93.9,486.85,Yes,United States,California,Bella Vista,44,No,No,No,719.1,1,Churned,Other
2055-PDADH,Female,1,3,New Customer,Fiber optic,Month-to-month,Electronic check,70.4,204.7,Yes,United States,California,Big Bend,71,No,No,No,211.48,3,Churned,Other
8714-EUHJO,Female,0,31,Medium,Fiber optic,Month-to-month,Electronic check,91.15,2995.45,Yes,United States,California,Castella,39,No,Yes,No,4194.22,2,Churned,Dissatisfaction
3721-CNEYS,Female,0,2,New Customer,Fiber optic,Month-to-month,Electronic check,70.95,137.95,Yes,United States,California,Douglas City,45,No,No,No,168.61,1,Churned,Dissatisfaction
2568-OIADY,Female,0,37,Loyal Customer,Fiber optic,Month-to-month,Electronic check,99.5,3762,Yes,United States,California,Fort Jones,26,Yes,Yes,No,5104.73,1,Churned,Competitor
1193-RTSLK,Female,0,38,Loyal Customer,Fiber optic,Month-to-month,Credit card (automatic),83.9,3233.6,Yes,United States,California,Happy Camp,26,Yes,No,No,4608.44,1,Churned,Competitor
2302-ANTDP,Female,1,48,Loyal Customer,Fiber optic,Month-to-month,Electronic check,117.45,5438.9,Yes,United States,California,Hat Creek,76,No,Yes,Yes,7504.82,1,Churned,Competitor
5923-GXUOC,Male,0,10,New Customer,Fiber optic,Month-to-month,Electronic check,104.4,1081.45,Yes,United States,California,Hayfork,37,No,No,No,1165.25,1,Churned,Competitor
5233-GEEAX,Male,1,8,New Customer,DSL,Month-to-month,Electronic check,29.4,221.9,Yes,United States,California,Lewiston,65,No,No,No,221.9,1,Churned,Competitor
4432-ADRLB,Male,0,2,New Customer,DSL,Month-to-month,Mailed check,44.65,74.9,Yes,United States,California,Montague,46,No,No,No,134.7,1,Churned,Competitor
8993-PHFWD,Female,0,3,New Customer,DSL,Month-to-month,Electronic check,25.25,58.9,Yes,United States,California,Old Station,62,No,No,No,58.9,1,Churned,Competitor
1565-RHDJD,Female,0,4,New Customer,Fiber optic,Month-to-month,Bank transfer (automatic),84.05,333.55,Yes,United States,California,Palo Cedro,21,Yes,No,No,500.43,3,Churned,Competitor
7137-RYLPP,Male,1,37,Loyal Customer,Fiber optic,Month-to-month,Electronic check,85.7,3171.15,Yes,United States,California,Paskenta,75,No,Yes,No,4895.72,2,Churned,Competitor
3765-JXVKY,Female,0,1,New Customer,Fiber optic,Month-to-month,Electronic check,74.7,74.7,Yes,United States,California,Paynes Creek,23,Yes,No,No,118.81,1,Churned,Competitor
7330-WZLNC,Female,0,5,New Customer,Fiber optic,Month-to-month,Electronic check,90.8,455.5,Yes,United States,California,Red Bluff,25,Yes,No,No,462.95,3,Churned,Competitor
3957-LXOLK,Female,1,28,Medium,Fiber optic,Month-to-month,Electronic check,106.15,3152.5,Yes,United States,California,Shingletown,75,No,No,No,3423.26,1,Churned,Competitor
6635-MYYYZ,Female,0,30,Medium,DSL,One year,Bank transfer (automatic),85.35,2530.4,Yes,United States,California,Trinity Center,59,No,No,Yes,3840.7,2,Churned,Competitor
5281-BUZGT,Male,1,36,Medium,Fiber optic,Month-to-month,Electronic check,90.85,3186.7,Yes,United States,California,Weaverville,69,No,No,No,4026.58,1,Churned,Competitor
5378-IKEEG,Female,0,1,New Customer,DSL,Month-to-month,Electronic check,35.75,35.75,Yes,United States,California,Eagleville,47,No,No,No,35.75,3,Churned,Price
2718-GAXQD,Female,1,4,New Customer,DSL,Month-to-month,Electronic check,46,181.6,Yes,United States,California,Lake City,68,No,Yes,No,350.12,1,Churned,Competitor
6413-XKKPU,Male,0,17,Medium,Fiber optic,Month-to-month,Electronic check,89.4,1539.45,Yes,United States,California,Sierra City,54,No,Yes,No,1865.68,1,Churned,Dissatisfaction
1449-XQEMT,Male,0,3,New Customer,No,Month-to-month,Mailed check,19.8,58.15,Yes,United States,California,Susanville,33,No,No,No,103.51,1,Churned,Price
2626-URJFX,Male,0,4,New Customer,DSL,Month-to-month,Electronic check,50.9,225.6,Yes,United States,California,Termo,55,No,Yes,No,259.92,3,Churned,Dissatisfaction
2612-RRIDN,Male,0,4,New Customer,Fiber optic,Month-to-month,Electronic check,81,340.85,Yes,United States,California,Westwood,25,Yes,No,No,477.33,2,Churned,Dissatisfaction
4735-ASGMA,Male,0,26,Medium,Fiber optic,Month-to-month,Electronic check,98.35,2515.3,Yes,United States,California,Carnelian Bay,55,No,No,No,3559.72,1,Churned,Competitor
3669-LVWZB,Male,0,5,New Customer,DSL,Month-to-month,Mailed check,51,305.95,Yes,United States,California,Tahoma,20,Yes,No,No,305.95,2,Churned,Price
6892-EZDTG,Female,0,4,New Customer,Fiber optic,Month-to-month,Electronic check,91.65,365.4,Yes,United States,California,Kings Beach,55,No,Yes,No,452.64,2,Churned,Price
9725-SCPZG,Male,0,1,New Customer,Fiber optic,Month-to-month,Electronic check,90.85,90.85,Yes,United States,California,South Lake Tahoe,47,No,No,No,91.98,3,Churned,Price
5884-GCYMI,Male,0,1,New Customer,Fiber optic,Month-to-month,Mailed check,69.4,69.4,Yes,United States,California,Truckee,62,No,No,No,107.93,1,Churned,Competitor
3217-FZDMN,Female,1,8,New Customer,Fiber optic,Month-to-month,Credit card (automatic),94.45,742.95,Yes,United States,California,Los Angeles,66,No,No,No,784.63,1,Churned,Competitor
7853-GVUDZ,Female,0,1,New Customer,No,Month-to-month,Credit card (automatic),20.15,20.15,Yes,United States,California,Los Angeles,55,No,Yes,No,23.24,2,Churned,Price
7480-QNVZJ,Male,1,50,Loyal Customer,Fiber optic,Month-to-month,Electronic check,95.7,4816.7,Yes,United States,California,Los Angeles,65,No,No,No,5762.7,3,Churned,Dissatisfaction
3943-KDREE,Female,0,26,Medium,Fiber optic,Month-to-month,Bank transfer (automatic),74.95,1834.95,Yes,United States,California,Los Angeles,48,No,No,No,2290.73,2,Churned,Other
9239-ZBZZV,Female,0,6,New Customer,DSL,Month-to-month,Electronic check,47.95,305.1,Yes,United States,California,Los Angeles,23,Yes,No,No,305.1,1,Churned,Competitor
4398-HSCJH,Female,0,3,New Customer,DSL,Month-to-month,Electronic check,63.6,155.65,Yes,United States,California,Los Angeles,57,No,No,Yes,166.57,1,Churned,Competitor
4430-UZIPO,Male,0,3,New Customer,DSL,Month-to-month,Mailed check,36.85,108.7,Yes,United States,California,Los Angeles,44,No,No,Yes,108.7,1,Churned,Competitor
4855-SNKMY,Female,0,1,New Customer,DSL,Month-to-month,Electronic check,44.1,44.1,Yes,United States,California,Los Angeles,31,No,No,No,48.51,3,Churned,Competitor
8008-HAWED,Male,0,14,Medium,DSL,Month-to-month,Electronic check,50.75,712.75,Yes,United States,California,Los Angeles,38,No,No,No,722.75,1,Churned,Competitor
7124-UGSUR,Female,1,61,Loyal Customer,Fiber optic,One year,Credit card (automatic),104.4,6405,Yes,United States,California,Los Angeles,77,No,Yes,No,8546.71,1,Churned,Competitor
1862-SKORY,Female,1,40,Loyal Customer,DSL,Month-to-month,Electronic check,39.3,1637.4,Yes,United States,California,Los Angeles,66,No,Yes,No,1637.4,3,Churned,Competitor
1502-XFCVR,Female,0,58,Loyal Customer,Fiber optic,One year,Electronic check,106.45,6145.85,Yes,United States,California,Los Angeles,57,No,No,No,7015.27,1,Churned,Competitor
9692-TUSXH,Female,0,18,Medium,Fiber optic,Month-to-month,Electronic check,96.05,1740.7,Yes,United States,California,Los Angeles,23,Yes,No,No,2383.3,1,Churned,Competitor
7912-SYRQT,Female,0,7,New Customer,Fiber optic,Month-to-month,Bank transfer (automatic),75.1,552.95,Yes,United States,California,Los Angeles,35,No,No,No,685.88,2,Churned,Competitor
4816-JBHOV,Male,1,2,New Customer,DSL,Month-to-month,Electronic check,44.7,93.7,Yes,United States,California,Los Angeles,72,No,No,No,176.56,1,Churned,Competitor
8292-TYSPY,Male,0,19,Medium,DSL,Month-to-month,Credit card (automatic),55,1046.5,Yes,United States,California,Los Angeles,55,No,No,Yes,1158.2,2,Churned,Competitor
1867-BDVFH,Male,0,11,New Customer,Fiber optic,Month-to-month,Electronic check,74.35,834.2,Yes,United States,California,Los Angeles,35,No,Yes,No,934.74,2,Churned,Competitor
2359-QWQUL,Female,0,39,Loyal Customer,Fiber optic,One year,Credit card (automatic),104.7,4134.85,Yes,United States,California,Los Angeles,35,No,Yes,Yes,4505.74,2,Churned,Competitor
9103-TCIHJ,Female,0,15,Medium,DSL,Month-to-month,Mailed check,55.7,899.8,Yes,United States,California,Los Angeles,60,No,No,No,1509.7,2,Churned,Price
4140-WJAWW,Female,0,5,New Customer,No,Month-to-month,Credit card (automatic),19.85,108.05,Yes,United States,California,Los Angeles,57,No,No,No,138.9,1,Churned,Price
6653-CBBOM,Female,0,1,New Customer,Fiber optic,Month-to-month,Electronic check,70.3,70.3,Yes,United States,California,Compton,57,No,No,No,86.22,1,Churned,Dissatisfaction
3247-ZVOUO,Male,1,10,New Customer,Fiber optic,Month-to-month,Electronic check,85.55,851.75,Yes,United States,California,Downey,77,No,Yes,No,911.85,1,Churned,Attitude
6101-IMRMM,Male,0,6,New Customer,Fiber optic,Month-to-month,Mailed check,94.5,575.45,Yes,United States,California,El Segundo,53,No,No,No,684.93,2,Churned,Dissatisfaction
1268-ASBGA,Female,1,16,Medium,Fiber optic,Month-to-month,Credit card (automatic),85.35,1375.15,Yes,United States,California,Huntington Park,66,No,Yes,No,1534.03,2,Churned,Dissatisfaction
8943-URTMR,Female,0,2,New Customer,Fiber optic,Month-to-month,Mailed check,79.65,152.7,Yes,United States,California,Lawndale,56,No,No,No,210.78,2,Churned,Price
4713-LZDRV,Female,1,2,New Customer,Fiber optic,Month-to-month,Electronic check,79.6,195.05,Yes,United States,California,Malibu,80,No,No,No,258.87,3,Churned,Price
4325-NFSKC,Male,1,19,Medium,Fiber optic,Month-to-month,Electronic check,90.6,1660,Yes,United States,California,Pacific Palisades,68,No,No,No,2194.28,1,Churned,Price
2955-PSXOE,Female,0,1,New Customer,No,Month-to-month,Bank transfer (automatic),20.2,20.2,Yes,United States,California,Topanga,48,No,No,No,63.72,2,Churned,Price
7762-URZQH,Male,0,66,Loyal Customer,Fiber optic,Two year,Credit card (automatic),106.05,6981.35,Yes,United States,California,Venice,30,No,Yes,No,8533.01,2,Churned,Dissatisfaction
6907-NZZIJ,Female,0,36,Medium,Fiber optic,Month-to-month,Electronic check,99.15,3615.6,Yes,United States,California,Santa Monica,54,No,No,No,4126.2,1,Churned,Competitor
2911-UREFD,Female,0,39,Loyal Customer,DSL,Month-to-month,Electronic check,55.9,2184.35,Yes,United States,California,Santa Monica,50,No,Yes,No,2184.35,1,Churned,Dissatisfaction
3744-ZRRDZ,Male,0,21,Medium,Fiber optic,Month-to-month,Electronic check,82.35,1852.85,Yes,United States,California,Torrance,25,Yes,No,No,2120.81,1,Churned,Dissatisfaction
5673-TIYIB,Male,0,2,New Customer,DSL,Month-to-month,Credit card (automatic),40.4,77.15,Yes,United States,California,Torrance,34,No,No,Yes,77.15,3,Churned,Other
1602-IJQQE,Female,0,4,New Customer,Fiber optic,Month-to-month,Electronic check,75.35,338.1,Yes,United States,California,Whittier,42,No,No,No,454.54,1,Churned,Competitor
4628-WQCQQ,Male,0,35,Medium,Fiber optic,One year,Electronic check,85.15,3030.6,Yes,United States,California,Whittier,37,No,No,No,3923.45,1,Churned,Competitor
1644-IRKSF,Female,0,33,Medium,Fiber optic,One year,Electronic check,93.8,3124.5,Yes,United States,California,La Palma,48,No,Yes,No,3785.16,3,Churned,Attitude
3705-PSNGL,Male,0,45,Loyal Customer,No,One year,Electronic check,20.4,930.45,Yes,United States,California,Cerritos,49,No,No,No,2073.45,3,Churned,Price
